sample_id,method,trial_index,trial_class,trial_index_value,changed_from_baseline,abs_index_change
boundary_humidity_2026-07-16T10:55:00+03:00,WEIGHTED_MEAN,0,Favorable,12.444029850746269,False,2.1812984065968983
boundary_humidity_2026-07-16T10:55:00+03:00,WEIGHTED_MEAN,1,Favorable,13.932424197025775,False,0.6929040603173924
boundary_humidity_2026-07-16T10:55:00+03:00,WEIGHTED_MEAN,2,Favorable,12.444029850746269,False,2.1812984065968983
boundary_humidity_2026-07-16T10:55:00+03:00,WEIGHTED_MEAN,3,Favorable,18.59341194386078,False,3.9680836865176126
boundary_humidity_2026-07-16T10:55:00+03:00,WEIGHTED_MEAN,4,Favorable,20.105825339249918,False,5.480497081906751
boundary_humidity_2026-07-16T10:55:00+03:00,WEIGHTED_MEAN,5,Favorable,12.444029850746269,False,2.1812984065968983
boundary_humidity_2026-07-16T10:55:00+03:00,WEIGHTED_MEAN,6,Favorable,19.993202957151425,False,5.367874699808258
boundary_humidity_2026-07-16T10:55:00+03:00,WEIGHTED_MEAN,7,Favorable,18.914959713803125,False,4.289631456459958
boundary_humidity_2026-07-16T10:55:00+03:00,WEIGHTED_MEAN,8,Favorable,24.972014925373134,False,10.346686668029967
boundary_humidity_2026-07-16T10:55:00+03:00,WEIGHTED_MEAN,9,Favorable,12.444029850746269,False,2.1812984065968983
boundary_humidity_2026-07-16T10:55:00+03:00,WEIGHTED_MEAN,10,Acceptable,26.343630398597732,True,11.718302141254565
boundary_humidity_2026-07-16T10:55:00+03:00,WEIGHTED_MEAN,11,Favorable,13.99075478027946,False,0.6345734770637073
boundary_humidity_2026-07-16T10:55:00+03:00,WEIGHTED_MEAN,12,Favorable,12.444029850746269,False,2.1812984065968983
boundary_humidity_2026-07-16T10:55:00+03:00,WEIGHTED_MEAN,13,Favorable,12.444029850746269,False,2.1812984065968983
boundary_humidity_2026-07-16T10:55:00+03:00,WEIGHTED_MEAN,14,Favorable,14.836538831546276,False,0.2112105742031094
boundary_humidity_2026-07-16T10:55:00+03:00,WEIGHTED_MEAN,15,Favorable,24.972014925373134,False,10.346686668029967
boundary_humidity_2026-07-16T10:55:00+03:00,WEIGHTED_MEAN,16,Favorable,24.972014925373134,False,10.346686668029967
boundary_humidity_2026-07-16T10:55:00+03:00,WEIGHTED_MEAN,17,Favorable,12.444029850746269,False,2.1812984065968983
