sample_id,method,selection_reason,boundary_channel,original_class,n_samples,n_trials_total,n_class_changes,class_change_rate,class_change_rate_ci95_low,class_change_rate_ci95_high,mean_abs_index_change,median_abs_index_change,p95_abs_index_change,max_abs_index_change,n_comparable_for_direction,n_moved_better,n_moved_worse,prob_moved_better,prob_moved_worse,prob_moved_better_ci95_low,prob_moved_better_ci95_high,prob_moved_worse_ci95_low,prob_moved_worse_ci95_high
boundary_temperature_2026-07-19T11:05:00+03:00,PROPOSED-HFIS,boundary_adjacent,temperature,Degraded,1,30,17,0.5666666666666667,0.3919700954540873,0.7262276256938489,8.739259997813559,10.9458695787375,12.892409839507167,12.892409839507167,30,0,17,0.0,0.5666666666666667,0.0,0.113517091390478,0.3919700954540873,0.7262276256938489
boundary_temperature_2026-07-19T11:05:00+03:00,WEIGHTED-MEAN,boundary_adjacent,temperature,Acceptable,1,30,0,0.0,0.0,0.113517091390478,3.8164987661070864,4.054520103248851,8.659454447464961,10.466229856868907,30,0,0,0.0,0.0,0.0,0.113517091390478,0.0,0.113517091390478
boundary_temperature_2026-07-20T07:05:00+03:00,CRISP-MAX,boundary_adjacent,temperature,Acceptable,1,30,0,0.0,0.0,0.113517091390478,2.3102258657437837,0.0,11.442456808972736,11.548898645729494,30,0,0,0.0,0.0,0.0,0.113517091390478,0.0,0.113517091390478
boundary_temperature_2026-07-20T07:05:00+03:00,PROPOSED-HFIS,boundary_adjacent,temperature,Acceptable,1,30,0,0.0,0.0,0.113517091390478,2.3102258657437837,0.0,11.442456808972736,11.548898645729494,30,0,0,0.0,0.0,0.0,0.113517091390478,0.0,0.113517091390478
boundary_temperature_2026-07-20T07:05:00+03:00,WEIGHTED-MEAN,boundary_adjacent,temperature,Favorable,1,30,0,0.0,0.0,0.113517091390478,0.7700752885812616,0.0,3.8141522696575803,3.84963288190983,30,0,0,0.0,0.0,0.0,0.113517091390478,0.0,0.113517091390478
boundary_temperature_2026-07-20T16:35:00+03:00,CRISP-MAX,boundary_adjacent,temperature,Acceptable,1,30,10,0.3333333333333333,0.19230295526846194,0.5122027418616973,12.634540591881306,12.586299367360798,19.58928951168549,21.308654333612186,30,10,0,0.3333333333333333,0.0,0.19230295526846194,0.5122027418616973,0.0,0.113517091390478
boundary_temperature_2026-07-20T16:35:00+03:00,PROPOSED-HFIS,boundary_adjacent,temperature,Acceptable,1,30,10,0.3333333333333333,0.19230295526846194,0.5122027418616973,12.634540591881306,12.586299367360798,19.58928951168549,21.308654333612186,30,10,0,0.3333333333333333,0.0,0.19230295526846194,0.5122027418616973,0.0,0.113517091390478
boundary_temperature_2026-07-20T16:35:00+03:00,WEIGHTED-MEAN,boundary_adjacent,temperature,Favorable,1,30,0,0.0,0.0,0.113517091390478,4.2115135306271005,4.195433122453601,6.5297631705618295,7.102884777870727,30,0,0,0.0,0.0,0.0,0.113517091390478,0.0,0.113517091390478
boundary_temperature_2026-07-21T02:20:00+03:00,CRISP-MAX,boundary_adjacent,temperature,Acceptable,1,30,10,0.3333333333333333,0.19230295526846194,0.5122027418616973,10.722948314040519,10.655472794400954,21.51491062165916,22.687318297634018,30,10,0,0.3333333333333333,0.0,0.19230295526846194,0.5122027418616973,0.0,0.113517091390478
boundary_temperature_2026-07-21T02:20:00+03:00,PROPOSED-HFIS,boundary_adjacent,temperature,Acceptable,1,30,10,0.3333333333333333,0.19230295526846194,0.5122027418616973,10.621213672440595,10.551496755369602,21.51491062165916,22.687318297634018,30,10,0,0.3333333333333333,0.0,0.19230295526846194,0.5122027418616973,0.0,0.113517091390478
boundary_temperature_2026-07-21T02:20:00+03:00,WEIGHTED-MEAN,boundary_adjacent,temperature,Favorable,1,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091,4.1532219506989145,4.169464164478796,8.15599620254406,9.326146407738836,30,0,2,0.0,0.06666666666666667,0.0,0.113517091390478,0.01847663532769335,0.21323817721072091
boundary_temperature_2026-07-24T08:30:00+03:00,CRISP-MAX,boundary_adjacent,temperature,Degraded,1,30,16,0.5333333333333333,0.3614201328152505,0.6976787277587178,8.927161289182273,11.569953604722784,12.801860589527237,12.801860589527237,30,0,16,0.0,0.5333333333333333,0.0,0.113517091390478,0.3614201328152505,0.6976787277587178
boundary_temperature_2026-07-24T08:30:00+03:00,PROPOSED-HFIS,boundary_adjacent,temperature,Degraded,1,30,16,0.5333333333333333,0.3614201328152505,0.6976787277587178,8.927161289182273,11.569953604722784,12.801860589527237,12.801860589527237,30,0,16,0.0,0.5333333333333333,0.0,0.113517091390478,0.3614201328152505,0.6976787277587178
boundary_temperature_2026-07-24T08:30:00+03:00,WEIGHTED-MEAN,boundary_adjacent,temperature,Acceptable,1,30,0,0.0,0.0,0.113517091390478,2.975720429727424,3.856651201574264,4.267286863175741,4.267286863175741,30,0,0,0.0,0.0,0.0,0.113517091390478,0.0,0.113517091390478
boundary_temperature_2026-07-24T09:05:00+03:00,CRISP-MAX,boundary_adjacent,temperature,Critical,1,30,14,0.4666666666666667,0.30232127224128236,0.6385798671847496,8.584562588493812,10.391786798982238,12.553048338554348,12.553048338554348,30,14,0,0.4666666666666667,0.0,0.30232127224128236,0.6385798671847496,0.0,0.113517091390478
