masking_case,dataset_split,strategy,true_index_class,predicted_index_class,count
direct_input:pm2_5,calibration,proposed,Critical,Acceptable,1
direct_input:pm2_5,calibration,proposed,Critical,Degraded,7
direct_input:pm2_5,calibration,proposed,Critical,Critical,293
direct_input:pm2_5,validation,drop,Favourable,Favourable,0
direct_input:pm2_5,validation,drop,Favourable,Acceptable,0
direct_input:pm2_5,validation,drop,Favourable,Degraded,0
direct_input:pm2_5,validation,drop,Favourable,Critical,0
direct_input:pm2_5,validation,drop,Acceptable,Favourable,0
direct_input:pm2_5,validation,drop,Acceptable,Acceptable,0
direct_input:pm2_5,validation,drop,Acceptable,Degraded,0
direct_input:pm2_5,validation,drop,Acceptable,Critical,0
direct_input:pm2_5,validation,drop,Degraded,Favourable,0
direct_input:pm2_5,validation,drop,Degraded,Acceptable,0
direct_input:pm2_5,validation,drop,Degraded,Degraded,0
direct_input:pm2_5,validation,drop,Degraded,Critical,0
direct_input:pm2_5,validation,drop,Critical,Favourable,0
direct_input:pm2_5,validation,drop,Critical,Acceptable,0
direct_input:pm2_5,validation,drop,Critical,Degraded,0
direct_input:pm2_5,validation,drop,Critical,Critical,0
direct_input:pm2_5,validation,favourable_value,Favourable,Favourable,38
direct_input:pm2_5,validation,favourable_value,Favourable,Acceptable,0
direct_input:pm2_5,validation,favourable_value,Favourable,Degraded,0
direct_input:pm2_5,validation,favourable_value,Favourable,Critical,0
direct_input:pm2_5,validation,favourable_value,Acceptable,Favourable,0
direct_input:pm2_5,validation,favourable_value,Acceptable,Acceptable,34
direct_input:pm2_5,validation,favourable_value,Acceptable,Degraded,0
direct_input:pm2_5,validation,favourable_value,Acceptable,Critical,0
direct_input:pm2_5,validation,favourable_value,Degraded,Favourable,0
direct_input:pm2_5,validation,favourable_value,Degraded,Acceptable,0
direct_input:pm2_5,validation,favourable_value,Degraded,Degraded,68
direct_input:pm2_5,validation,favourable_value,Degraded,Critical,0
direct_input:pm2_5,validation,favourable_value,Critical,Favourable,0
direct_input:pm2_5,validation,favourable_value,Critical,Acceptable,0
direct_input:pm2_5,validation,favourable_value,Critical,Degraded,0
direct_input:pm2_5,validation,favourable_value,Critical,Critical,220
direct_input:pm2_5,validation,locf,Favourable,Favourable,38
direct_input:pm2_5,validation,locf,Favourable,Acceptable,0
direct_input:pm2_5,validation,locf,Favourable,Degraded,0
direct_input:pm2_5,validation,locf,Favourable,Critical,0
direct_input:pm2_5,validation,locf,Acceptable,Favourable,0
direct_input:pm2_5,validation,locf,Acceptable,Acceptable,34
direct_input:pm2_5,validation,locf,Acceptable,Degraded,0
direct_input:pm2_5,validation,locf,Acceptable,Critical,0
direct_input:pm2_5,validation,locf,Degraded,Favourable,0
direct_input:pm2_5,validation,locf,Degraded,Acceptable,0
direct_input:pm2_5,validation,locf,Degraded,Degraded,68
direct_input:pm2_5,validation,locf,Degraded,Critical,0
direct_input:pm2_5,validation,locf,Critical,Favourable,0
direct_input:pm2_5,validation,locf,Critical,Acceptable,0
direct_input:pm2_5,validation,locf,Critical,Degraded,0
direct_input:pm2_5,validation,locf,Critical,Critical,220
direct_input:pm2_5,validation,mean_imputation,Favourable,Favourable,38
direct_input:pm2_5,validation,mean_imputation,Favourable,Acceptable,0
direct_input:pm2_5,validation,mean_imputation,Favourable,Degraded,0
direct_input:pm2_5,validation,mean_imputation,Favourable,Critical,0
direct_input:pm2_5,validation,mean_imputation,Acceptable,Favourable,0
direct_input:pm2_5,validation,mean_imputation,Acceptable,Acceptable,34
direct_input:pm2_5,validation,mean_imputation,Acceptable,Degraded,0
direct_input:pm2_5,validation,mean_imputation,Acceptable,Critical,0
direct_input:pm2_5,validation,mean_imputation,Degraded,Favourable,0
direct_input:pm2_5,validation,mean_imputation,Degraded,Acceptable,0
direct_input:pm2_5,validation,mean_imputation,Degraded,Degraded,68
direct_input:pm2_5,validation,mean_imputation,Degraded,Critical,0
direct_input:pm2_5,validation,mean_imputation,Critical,Favourable,0
direct_input:pm2_5,validation,mean_imputation,Critical,Acceptable,0
direct_input:pm2_5,validation,mean_imputation,Critical,Degraded,0
direct_input:pm2_5,validation,mean_imputation,Critical,Critical,220
direct_input:pm2_5,validation,proposed,Favourable,Favourable,38
direct_input:pm2_5,validation,proposed,Favourable,Acceptable,0
direct_input:pm2_5,validation,proposed,Favourable,Degraded,0
direct_input:pm2_5,validation,proposed,Favourable,Critical,0
direct_input:pm2_5,validation,proposed,Acceptable,Favourable,0
direct_input:pm2_5,validation,proposed,Acceptable,Acceptable,34
direct_input:pm2_5,validation,proposed,Acceptable,Degraded,0
direct_input:pm2_5,validation,proposed,Acceptable,Critical,0
direct_input:pm2_5,validation,proposed,Degraded,Favourable,0
direct_input:pm2_5,validation,proposed,Degraded,Acceptable,0
direct_input:pm2_5,validation,proposed,Degraded,Degraded,68
direct_input:pm2_5,validation,proposed,Degraded,Critical,0
direct_input:pm2_5,validation,proposed,Critical,Favourable,0
direct_input:pm2_5,validation,proposed,Critical,Acceptable,0
direct_input:pm2_5,validation,proposed,Critical,Degraded,0
direct_input:pm2_5,validation,proposed,Critical,Critical,220
direct_input:temperature,calibration,drop,Favourable,Favourable,0
direct_input:temperature,calibration,drop,Favourable,Acceptable,0
direct_input:temperature,calibration,drop,Favourable,Degraded,0
direct_input:temperature,calibration,drop,Favourable,Critical,0
direct_input:temperature,calibration,drop,Acceptable,Favourable,0
direct_input:temperature,calibration,drop,Acceptable,Acceptable,0
direct_input:temperature,calibration,drop,Acceptable,Degraded,0
direct_input:temperature,calibration,drop,Acceptable,Critical,0
direct_input:temperature,calibration,drop,Degraded,Favourable,0
direct_input:temperature,calibration,drop,Degraded,Acceptable,0
direct_input:temperature,calibration,drop,Degraded,Degraded,0
direct_input:temperature,calibration,drop,Degraded,Critical,0
direct_input:temperature,calibration,drop,Critical,Favourable,0
direct_input:temperature,calibration,drop,Critical,Acceptable,0
direct_input:temperature,calibration,drop,Critical,Degraded,0
direct_input:temperature,calibration,drop,Critical,Critical,0
direct_input:temperature,calibration,favourable_value,Favourable,Favourable,260
direct_input:temperature,calibration,favourable_value,Favourable,Acceptable,0
direct_input:temperature,calibration,favourable_value,Favourable,Degraded,0
direct_input:temperature,calibration,favourable_value,Favourable,Critical,0
direct_input:temperature,calibration,favourable_value,Acceptable,Favourable,30
direct_input:temperature,calibration,favourable_value,Acceptable,Acceptable,74
direct_input:temperature,calibration,favourable_value,Acceptable,Degraded,0
direct_input:temperature,calibration,favourable_value,Acceptable,Critical,0
direct_input:temperature,calibration,favourable_value,Degraded,Favourable,100
direct_input:temperature,calibration,favourable_value,Degraded,Acceptable,40
direct_input:temperature,calibration,favourable_value,Degraded,Degraded,33
direct_input:temperature,calibration,favourable_value,Degraded,Critical,0
direct_input:temperature,calibration,favourable_value,Critical,Favourable,205
direct_input:temperature,calibration,favourable_value,Critical,Acceptable,78
direct_input:temperature,calibration,favourable_value,Critical,Degraded,3
direct_input:temperature,calibration,favourable_value,Critical,Critical,17
direct_input:temperature,calibration,locf,Favourable,Favourable,260
direct_input:temperature,calibration,locf,Favourable,Acceptable,0
direct_input:temperature,calibration,locf,Favourable,Degraded,0
direct_input:temperature,calibration,locf,Favourable,Critical,0
direct_input:temperature,calibration,locf,Acceptable,Favourable,0
direct_input:temperature,calibration,locf,Acceptable,Acceptable,104
direct_input:temperature,calibration,locf,Acceptable,Degraded,0
direct_input:temperature,calibration,locf,Acceptable,Critical,0
direct_input:temperature,calibration,locf,Degraded,Favourable,2
direct_input:temperature,calibration,locf,Degraded,Acceptable,5
direct_input:temperature,calibration,locf,Degraded,Degraded,164
direct_input:temperature,calibration,locf,Degraded,Critical,2
direct_input:temperature,calibration,locf,Critical,Favourable,1
direct_input:temperature,calibration,locf,Critical,Acceptable,1
direct_input:temperature,calibration,locf,Critical,Degraded,1
direct_input:temperature,calibration,locf,Critical,Critical,300
direct_input:temperature,calibration,mean_imputation,Favourable,Favourable,0
direct_input:temperature,calibration,mean_imputation,Favourable,Acceptable,0
direct_input:temperature,calibration,mean_imputation,Favourable,Degraded,260
direct_input:temperature,calibration,mean_imputation,Favourable,Critical,0
direct_input:temperature,calibration,mean_imputation,Acceptable,Favourable,0
direct_input:temperature,calibration,mean_imputation,Acceptable,Acceptable,0
direct_input:temperature,calibration,mean_imputation,Acceptable,Degraded,104
direct_input:temperature,calibration,mean_imputation,Acceptable,Critical,0
direct_input:temperature,calibration,mean_imputation,Degraded,Favourable,0
direct_input:temperature,calibration,mean_imputation,Degraded,Acceptable,0
direct_input:temperature,calibration,mean_imputation,Degraded,Degraded,173
direct_input:temperature,calibration,mean_imputation,Degraded,Critical,0
direct_input:temperature,calibration,mean_imputation,Critical,Favourable,0
direct_input:temperature,calibration,mean_imputation,Critical,Acceptable,0
direct_input:temperature,calibration,mean_imputation,Critical,Degraded,286
direct_input:temperature,calibration,mean_imputation,Critical,Critical,17
direct_input:temperature,calibration,proposed,Favourable,Favourable,260
direct_input:temperature,calibration,proposed,Favourable,Acceptable,0
direct_input:temperature,calibration,proposed,Favourable,Degraded,0
direct_input:temperature,calibration,proposed,Favourable,Critical,0
direct_input:temperature,calibration,proposed,Acceptable,Favourable,78
direct_input:temperature,calibration,proposed,Acceptable,Acceptable,26
direct_input:temperature,calibration,proposed,Acceptable,Degraded,0
direct_input:temperature,calibration,proposed,Acceptable,Critical,0
direct_input:temperature,calibration,proposed,Degraded,Favourable,136
direct_input:temperature,calibration,proposed,Degraded,Acceptable,25
direct_input:temperature,calibration,proposed,Degraded,Degraded,12
direct_input:temperature,calibration,proposed,Degraded,Critical,0
direct_input:temperature,calibration,proposed,Critical,Favourable,225
direct_input:temperature,calibration,proposed,Critical,Acceptable,59
direct_input:temperature,calibration,proposed,Critical,Degraded,3
direct_input:temperature,calibration,proposed,Critical,Critical,16
direct_input:temperature,validation,drop,Favourable,Favourable,0
direct_input:temperature,validation,drop,Favourable,Acceptable,0
direct_input:temperature,validation,drop,Favourable,Degraded,0
direct_input:temperature,validation,drop,Favourable,Critical,0
direct_input:temperature,validation,drop,Acceptable,Favourable,0
direct_input:temperature,validation,drop,Acceptable,Acceptable,0
direct_input:temperature,validation,drop,Acceptable,Degraded,0
direct_input:temperature,validation,drop,Acceptable,Critical,0
direct_input:temperature,validation,drop,Degraded,Favourable,0
direct_input:temperature,validation,drop,Degraded,Acceptable,0
direct_input:temperature,validation,drop,Degraded,Degraded,0
direct_input:temperature,validation,drop,Degraded,Critical,0
direct_input:temperature,validation,drop,Critical,Favourable,0
direct_input:temperature,validation,drop,Critical,Acceptable,0
direct_input:temperature,validation,drop,Critical,Degraded,0
direct_input:temperature,validation,drop,Critical,Critical,0
direct_input:temperature,validation,favourable_value,Favourable,Favourable,38
direct_input:temperature,validation,favourable_value,Favourable,Acceptable,0
direct_input:temperature,validation,favourable_value,Favourable,Degraded,0
direct_input:temperature,validation,favourable_value,Favourable,Critical,0
direct_input:temperature,validation,favourable_value,Acceptable,Favourable,18
direct_input:temperature,validation,favourable_value,Acceptable,Acceptable,16
direct_input:temperature,validation,favourable_value,Acceptable,Degraded,0
direct_input:temperature,validation,favourable_value,Acceptable,Critical,0
direct_input:temperature,validation,favourable_value,Degraded,Favourable,48
direct_input:temperature,validation,favourable_value,Degraded,Acceptable,19
direct_input:temperature,validation,favourable_value,Degraded,Degraded,1
direct_input:temperature,validation,favourable_value,Degraded,Critical,0
direct_input:temperature,validation,favourable_value,Critical,Favourable,103
direct_input:temperature,validation,favourable_value,Critical,Acceptable,74
direct_input:temperature,validation,favourable_value,Critical,Degraded,19
direct_input:temperature,validation,favourable_value,Critical,Critical,24
direct_input:temperature,validation,locf,Favourable,Favourable,38
direct_input:temperature,validation,locf,Favourable,Acceptable,0
direct_input:temperature,validation,locf,Favourable,Degraded,0
direct_input:temperature,validation,locf,Favourable,Critical,0
direct_input:temperature,validation,locf,Acceptable,Favourable,1
direct_input:temperature,validation,locf,Acceptable,Acceptable,31
direct_input:temperature,validation,locf,Acceptable,Degraded,2
direct_input:temperature,validation,locf,Acceptable,Critical,0
direct_input:temperature,validation,locf,Degraded,Favourable,0
direct_input:temperature,validation,locf,Degraded,Acceptable,1
direct_input:temperature,validation,locf,Degraded,Degraded,65
direct_input:temperature,validation,locf,Degraded,Critical,2
direct_input:temperature,validation,locf,Critical,Favourable,1
direct_input:temperature,validation,locf,Critical,Acceptable,2
direct_input:temperature,validation,locf,Critical,Degraded,1
direct_input:temperature,validation,locf,Critical,Critical,216
direct_input:temperature,validation,mean_imputation,Favourable,Favourable,0
direct_input:temperature,validation,mean_imputation,Favourable,Acceptable,0
direct_input:temperature,validation,mean_imputation,Favourable,Degraded,38
direct_input:temperature,validation,mean_imputation,Favourable,Critical,0
direct_input:temperature,validation,mean_imputation,Acceptable,Favourable,0
direct_input:temperature,validation,mean_imputation,Acceptable,Acceptable,0
direct_input:temperature,validation,mean_imputation,Acceptable,Degraded,34
direct_input:temperature,validation,mean_imputation,Acceptable,Critical,0
direct_input:temperature,validation,mean_imputation,Degraded,Favourable,0
direct_input:temperature,validation,mean_imputation,Degraded,Acceptable,0
direct_input:temperature,validation,mean_imputation,Degraded,Degraded,68
direct_input:temperature,validation,mean_imputation,Degraded,Critical,0
direct_input:temperature,validation,mean_imputation,Critical,Favourable,0
direct_input:temperature,validation,mean_imputation,Critical,Acceptable,0
direct_input:temperature,validation,mean_imputation,Critical,Degraded,196
direct_input:temperature,validation,mean_imputation,Critical,Critical,24
direct_input:temperature,validation,proposed,Favourable,Favourable,38
direct_input:temperature,validation,proposed,Favourable,Acceptable,0
direct_input:temperature,validation,proposed,Favourable,Degraded,0
direct_input:temperature,validation,proposed,Favourable,Critical,0
direct_input:temperature,validation,proposed,Acceptable,Favourable,23
direct_input:temperature,validation,proposed,Acceptable,Acceptable,11
direct_input:temperature,validation,proposed,Acceptable,Degraded,0
direct_input:temperature,validation,proposed,Acceptable,Critical,0
direct_input:temperature,validation,proposed,Degraded,Favourable,51
direct_input:temperature,validation,proposed,Degraded,Acceptable,16
direct_input:temperature,validation,proposed,Degraded,Degraded,1
direct_input:temperature,validation,proposed,Degraded,Critical,0
direct_input:temperature,validation,proposed,Critical,Favourable,118
direct_input:temperature,validation,proposed,Critical,Acceptable,59
direct_input:temperature,validation,proposed,Critical,Degraded,19
direct_input:temperature,validation,proposed,Critical,Critical,24
