computed_ts,window_minutes,completeness_status,index_value,index_class,dominant_component,n_rules_fired
2026-06-19 03:20:00+03:00,15,OK,19.090135702076974,Favorable,V,2
2026-06-19 03:25:00+03:00,15,OK,19.535301345485713,Favorable,V,2
2026-06-19 03:30:00+03:00,15,OK,18.26371754795519,Favorable,V,2
2026-06-19 03:35:00+03:00,15,OK,17.562323672283206,Favorable,V,2
2026-06-19 03:40:00+03:00,15,OK,17.659954444007155,Favorable,V,2
2026-06-19 03:45:00+03:00,15,PARTIAL,18.202756948910558,Favorable,V,2
2026-06-19 03:50:00+03:00,15,OK,19.32476935825213,Favorable,V,2
2026-06-19 03:55:00+03:00,15,OK,19.643561431671706,Favorable,V,2
2026-06-19 04:00:00+03:00,15,OK,19.625518721033423,Favorable,V,2
2026-06-19 04:05:00+03:00,15,PARTIAL,19.192417208331065,Favorable,V,2
2026-06-19 04:10:00+03:00,15,OK,18.915636588380718,Favorable,V,2
2026-06-19 04:15:00+03:00,15,PARTIAL,19.30672214505993,Favorable,V,2
2026-06-19 04:20:00+03:00,15,OK,19.565374511867002,Favorable,V,2
2026-06-19 04:25:00+03:00,15,OK,20.479261032742347,Favorable,V,2
2026-06-19 04:30:00+03:00,15,OK,19.992337092613862,Favorable,V,2
2026-06-19 04:35:00+03:00,15,OK,19.968286655683677,Favorable,V,2
2026-06-19 04:40:00+03:00,15,OK,19.619504427528373,Favorable,V,2
2026-06-19 04:45:00+03:00,15,OK,21.11018254957775,Favorable,V,2
2026-06-19 04:50:00+03:00,15,PARTIAL,22.593503821281608,Favorable,V,2
2026-06-19 04:55:00+03:00,15,PARTIAL,23.881981187536752,Favorable,V,2
2026-06-19 05:00:00+03:00,15,OK,23.935420340975906,Favorable,V,2
2026-06-19 05:05:00+03:00,15,OK,22.967577895355667,Favorable,V,2
2026-06-19 05:10:00+03:00,15,OK,20.905918279003235,Favorable,V,2
2026-06-19 05:15:00+03:00,15,OK,19.294690527981,Favorable,V,2
2026-06-19 05:20:00+03:00,15,OK,18.537969175767376,Favorable,V,2
2026-06-19 05:25:00+03:00,15,OK,18.76337787720023,Favorable,V,2
2026-06-19 05:30:00+03:00,15,OK,19.348831912654767,Favorable,V,2
2026-06-19 05:35:00+03:00,15,OK,19.3428163165378,Favorable,V,2
2026-06-19 05:40:00+03:00,15,PARTIAL,19.14428575464435,Favorable,V,2
2026-06-19 05:45:00+03:00,15,OK,18.477034417460963,Favorable,V,2
2026-06-19 05:50:00+03:00,15,OK,17.45247144928049,Favorable,V,2
2026-06-19 05:55:00+03:00,15,OK,16.14502072828601,Favorable,V,2
2026-06-19 06:00:00+03:00,15,OK,15.431612126363502,Favorable,V,2
2026-06-19 06:05:00+03:00,15,OK,17.45247144928049,Favorable,V,2
2026-06-19 06:10:00+03:00,15,OK,20.160677473101597,Favorable,V,2
2026-06-19 06:15:00+03:00,15,OK,21.482580347734462,Favorable,V,2
2026-06-19 06:20:00+03:00,15,OK,21.572660272316526,Favorable,V,2
2026-06-19 06:25:00+03:00,15,OK,22.611316872427984,Favorable,V,2
2026-06-19 06:30:00+03:00,15,OK,25.075455614344484,Acceptable,V,2
2026-06-19 06:35:00+03:00,15,OK,27.624689291867913,Acceptable,V,2
2026-06-19 06:40:00+03:00,15,OK,29.483390798773527,Acceptable,V,2
2026-06-19 06:45:00+03:00,15,OK,29.71757501184491,Acceptable,V,2
2026-06-19 06:50:00+03:00,15,OK,29.214188098632185,Acceptable,V,2
2026-06-19 06:55:00+03:00,15,OK,27.883911420177405,Acceptable,V,2
2026-06-19 07:00:00+03:00,15,OK,28.037113375364335,Acceptable,V,2
2026-06-19 07:05:00+03:00,15,OK,27.919264052958436,Acceptable,V,2
2026-06-19 07:10:00+03:00,15,OK,28.007650004355288,Acceptable,V,2
2026-06-19 07:15:00+03:00,15,OK,28.290423595725176,Acceptable,V,2
2026-06-19 07:20:00+03:00,15,OK,29.249294875268916,Acceptable,V,2
2026-06-19 07:25:00+03:00,15,OK,28.793061578286622,Acceptable,V,2
2026-06-19 07:30:00+03:00,15,OK,27.52454966776745,Acceptable,V,2
2026-06-19 07:35:00+03:00,15,OK,25.964585126953,Acceptable,V,2
2026-06-19 07:40:00+03:00,15,OK,25.358784020544615,Acceptable,V,2
2026-06-19 07:45:00+03:00,15,OK,25.670470261167356,Acceptable,V,2
2026-06-19 07:50:00+03:00,15,OK,25.73516959617269,Acceptable,V,2
2026-06-19 07:55:00+03:00,15,OK,26.005766729160165,Acceptable,V,2
2026-06-19 08:00:00+03:00,15,OK,26.21169508511419,Acceptable,V,2
2026-06-19 08:05:00+03:00,15,OK,26.923880175547982,Acceptable,V,2
2026-06-19 08:10:00+03:00,15,OK,27.17706842828633,Acceptable,V,2
2026-06-19 08:15:00+03:00,15,OK,26.188158699538924,Acceptable,V,2
2026-06-19 08:20:00+03:00,15,OK,24.76075837742503,Favorable,V,2
2026-06-19 08:25:00+03:00,15,OK,23.876043503821304,Favorable,V,2
2026-06-19 08:30:00+03:00,15,OK,23.9947971781305,Favorable,V,2
2026-06-19 08:35:00+03:00,15,OK,24.184803057025256,Favorable,V,2
2026-06-19 08:40:00+03:00,15,OK,23.804791299235745,Favorable,V,2
2026-06-19 08:45:00+03:00,15,OK,22.842886537330966,Favorable,V,2
2026-06-19 08:50:00+03:00,15,OK,21.704765998179635,Favorable,V,2
2026-06-19 08:55:00+03:00,15,OK,19.817961165048544,Favorable,V,2
2026-06-19 09:00:00+03:00,15,OK,18.866917701296654,Favorable,V,2
2026-06-19 09:05:00+03:00,15,OK,18.37952686262362,Favorable,V,2
2026-06-19 09:10:00+03:00,15,OK,18.672005439837996,Favorable,V,2
2026-06-19 09:15:00+03:00,15,OK,18.294195693499244,Favorable,V,2
2026-06-19 09:20:00+03:00,15,OK,21.170254057868735,Favorable,V,2
2026-06-19 09:25:00+03:00,15,OK,24.78450911228689,Favorable,V,2
2026-06-19 09:30:00+03:00,15,OK,29.20248628092241,Acceptable,V,2
2026-06-19 09:35:00+03:00,15,OK,32.52031259232998,Acceptable,V,2
2026-06-19 09:40:00+03:00,15,OK,33.41518423344124,Acceptable,V,2
2026-06-19 09:45:00+03:00,15,OK,32.75407844806185,Acceptable,V,2
2026-06-19 09:50:00+03:00,15,OK,27.63058010757117,Acceptable,V,2
2026-06-19 09:55:00+03:00,15,OK,26.199926836956983,Acceptable,V,2
2026-06-19 10:00:00+03:00,15,OK,28.8456867696352,Acceptable,V,2
2026-06-19 10:05:00+03:00,15,OK,33.5498755168064,Acceptable,V,2
2026-06-19 10:10:00+03:00,15,OK,37.12919748151111,Acceptable,V,2
2026-06-19 10:15:00+03:00,15,OK,37.5,Acceptable,A;M;V,1
2026-06-19 10:20:00+03:00,15,OK,34.235725824024875,Acceptable,V,2
2026-06-19 10:25:00+03:00,15,OK,26.570679858357927,Acceptable,V,2
2026-06-19 10:30:00+03:00,15,OK,19.102169245402056,Favorable,V,2
2026-06-19 10:35:00+03:00,15,OK,20.20275910189464,Favorable,V,2
2026-06-19 10:40:00+03:00,15,OK,25.12295708406821,Acceptable,V,2
2026-06-19 10:45:00+03:00,15,OK,26.82968367253294,Acceptable,V,2
2026-06-19 10:50:00+03:00,15,OK,25.311743789816788,Acceptable,V,2
2026-06-19 10:55:00+03:00,15,OK,20.256862016058445,Favorable,V,2
2026-06-19 11:00:00+03:00,15,OK,16.371264074962653,Favorable,V,2
2026-06-19 11:05:00+03:00,15,OK,12.444029850746269,Favorable,A;M;V,1
2026-06-19 11:10:00+03:00,15,OK,12.444029850746269,Favorable,A;M;V,1
2026-06-19 11:15:00+03:00,15,OK,12.444029850746269,Favorable,A;M;V,1
2026-06-19 11:20:00+03:00,15,OK,12.444029850746269,Favorable,A;M;V,1
2026-06-19 11:25:00+03:00,15,OK,12.444029850746269,Favorable,A;M;V,1
2026-06-19 11:30:00+03:00,15,OK,12.444029850746269,Favorable,A;M;V,1
2026-06-19 11:35:00+03:00,15,OK,13.07311180050153,Favorable,M,2
2026-06-19 11:40:00+03:00,15,OK,13.884344111657656,Favorable,M,2
2026-06-19 11:45:00+03:00,15,OK,14.459148623562271,Favorable,M,2
2026-06-19 11:50:00+03:00,15,OK,14.989737942164489,Favorable,M,2
2026-06-19 11:55:00+03:00,15,OK,15.38074483241873,Favorable,M,2
2026-06-19 12:00:00+03:00,15,OK,15.813462129397001,Favorable,M,2
2026-06-19 12:05:00+03:00,15,OK,16.113218033886795,Favorable,M,2
2026-06-19 12:10:00+03:00,15,OK,16.54975711724117,Favorable,M,2
2026-06-19 12:15:00+03:00,15,OK,17.028755533401924,Favorable,M,2
2026-06-19 12:20:00+03:00,15,OK,17.644090445661952,Favorable,M,2
2026-06-19 12:25:00+03:00,15,OK,18.147887498144,Favorable,M,2
2026-06-19 12:30:00+03:00,15,OK,18.583057201357317,Favorable,M,2
2026-06-19 12:35:00+03:00,15,OK,18.915636588381073,Favorable,M,2
2026-06-19 12:40:00+03:00,15,OK,19.311534760169042,Favorable,M,2
2026-06-19 12:45:00+03:00,15,OK,19.724149094971274,Favorable,M,2
2026-06-19 12:50:00+03:00,15,OK,20.136630205587558,Favorable,M,2
2026-06-19 12:55:00+03:00,15,OK,20.498493722883964,Favorable,M,2
2026-06-19 13:00:00+03:00,15,OK,20.85184285502512,Favorable,M,2
2026-06-19 13:05:00+03:00,15,OK,21.255550743777142,Favorable,M,2
2026-06-19 13:10:00+03:00,15,OK,21.709569585159567,Favorable,M,2
2026-06-19 13:15:00+03:00,15,OK,22.020563369153265,Favorable,M,2
2026-06-19 13:20:00+03:00,15,OK,22.27880658436248,Favorable,M,2
2026-06-19 13:25:00+03:00,15,OK,22.66119341563761,Favorable,M,2
2026-06-19 13:30:00+03:00,15,OK,23.15995884773592,Favorable,M,2
2026-06-19 13:35:00+03:00,15,OK,23.73353909465082,Favorable,M,2
2026-06-19 13:40:00+03:00,15,OK,24.215679012345994,Favorable,M,2
2026-06-19 13:45:00+03:00,15,PARTIAL,12.444029850746269,Favorable,A;V,1
2026-06-19 13:50:00+03:00,15,PARTIAL,12.444029850746269,Favorable,A;V,1
2026-06-19 13:55:00+03:00,15,OK,26.102254651082525,Acceptable,M,2
2026-06-19 14:00:00+03:00,15,OK,26.90150786382131,Acceptable,M,2
2026-06-19 14:05:00+03:00,15,OK,27.800247501095562,Acceptable,M,2
2026-06-19 14:10:00+03:00,15,OK,28.630536386087364,Acceptable,M,2
2026-06-19 14:15:00+03:00,15,OK,29.70352146838348,Acceptable,M,2
2026-06-19 14:20:00+03:00,15,OK,30.688038125811538,Acceptable,M,2
2026-06-19 14:25:00+03:00,15,OK,31.475832837596904,Acceptable,M,2
2026-06-19 14:30:00+03:00,15,OK,32.25981997538784,Acceptable,M,2
2026-06-19 14:35:00+03:00,15,OK,32.906097399479684,Acceptable,M,2
2026-06-19 14:40:00+03:00,15,PARTIAL,12.444029850746269,Favorable,A;V,1
2026-06-19 14:45:00+03:00,15,PARTIAL,12.444029850746269,Favorable,A;V,1
2026-06-19 14:50:00+03:00,15,PARTIAL,12.444029850746269,Favorable,A;V,1
2026-06-19 14:55:00+03:00,15,OK,35.216354711867496,Acceptable,M,2
2026-06-19 15:00:00+03:00,15,OK,36.01124785517637,Acceptable,M,2
2026-06-19 15:05:00+03:00,15,OK,37.055090334958635,Acceptable,M,2
2026-06-19 15:10:00+03:00,15,OK,38.02537721310002,Acceptable,M,2
2026-06-19 15:15:00+03:00,15,OK,39.17425713005836,Acceptable,M,2
2026-06-19 15:20:00+03:00,15,OK,40.443374513902064,Acceptable,M,2
2026-06-19 15:25:00+03:00,15,OK,42.23318562933443,Acceptable,M,2
2026-06-19 15:30:00+03:00,15,OK,44.30527656334112,Acceptable,M,2
2026-06-19 15:35:00+03:00,15,OK,46.51359208045247,Acceptable,M,2
2026-06-19 15:40:00+03:00,15,OK,48.99469394560548,Acceptable,M,2
2026-06-19 15:45:00+03:00,15,OK,51.6677785190128,Degraded,M,2
2026-06-19 15:50:00+03:00,15,OK,53.80704425995993,Degraded,M,2
2026-06-19 15:55:00+03:00,15,OK,56.1576354679803,Degraded,M,2
2026-06-19 16:00:00+03:00,15,OK,58.73052548191211,Degraded,M,2
2026-06-19 16:05:00+03:00,15,OK,61.167942607569046,Degraded,M,2
2026-06-19 16:10:00+03:00,15,OK,62.5,Degraded,A;M;V,1
2026-06-19 16:15:00+03:00,15,OK,62.5,Degraded,A;M;V,1
2026-06-19 16:20:00+03:00,15,OK,62.5,Degraded,A;M;V,1
2026-06-19 16:25:00+03:00,15,OK,62.5,Degraded,A;M;V,1
2026-06-19 16:30:00+03:00,15,OK,62.5,Degraded,A;M;V,1
2026-06-19 16:35:00+03:00,15,OK,62.5,Degraded,A;M;V,1
2026-06-19 16:40:00+03:00,15,OK,62.5,Degraded,A;M;V,1
2026-06-19 16:45:00+03:00,15,OK,62.5,Degraded,A;M;V,1
2026-06-19 16:50:00+03:00,15,OK,66.0199892595022,Degraded,M,2
2026-06-19 16:55:00+03:00,15,OK,69.7223667572395,Degraded,M,2
2026-06-19 17:00:00+03:00,15,OK,73.65884687592651,Degraded,M,2
2026-06-19 17:05:00+03:00,15,OK,75.95057613168767,Critical,M,2
2026-06-19 17:10:00+03:00,15,OK,77.23074074074096,Critical,M,2
2026-06-19 17:15:00+03:00,15,OK,77.18086419753082,Critical,M,2
2026-06-19 17:20:00+03:00,15,OK,76.96473251028813,Critical,M,2
2026-06-19 17:25:00+03:00,15,OK,75.92563786008225,Critical,M,2
2026-06-19 17:30:00+03:00,15,OK,74.07071230982052,Degraded,M,2
2026-06-19 17:35:00+03:00,15,OK,71.95227964126894,Degraded,M,2
2026-06-19 17:40:00+03:00,15,OK,70.5505585818024,Degraded,M,2
2026-06-19 17:45:00+03:00,15,OK,72.13376452171045,Degraded,M,2
2026-06-19 17:50:00+03:00,15,OK,75.63469135802454,Critical,M,2
2026-06-19 17:55:00+03:00,15,OK,79.97279057814143,Critical,M,2
2026-06-19 18:00:00+03:00,15,OK,83.04820246603855,Critical,M,2
2026-06-19 18:05:00+03:00,15,OK,85.96752812485506,Critical,M,2
2026-06-19 18:10:00+03:00,15,OK,87.55597014925372,Critical,A;M;V,1
2026-06-19 18:15:00+03:00,15,OK,87.55597014925372,Critical,A;M;V,1
2026-06-19 18:20:00+03:00,15,OK,87.55597014925372,Critical,A;M;V,1
2026-06-19 18:25:00+03:00,15,PARTIAL,12.444029850746269,Favorable,A;V,1
2026-06-19 18:30:00+03:00,15,OK,87.55597014925372,Critical,A;M;V,1
2026-06-19 18:35:00+03:00,15,PARTIAL,12.444029850746269,Favorable,A;V,1
2026-06-19 18:40:00+03:00,15,OK,87.55597014925372,Critical,A;M;V,1
2026-06-19 18:45:00+03:00,15,OK,87.55597014925372,Critical,A;M;V,1
2026-06-19 18:50:00+03:00,15,OK,87.55597014925372,Critical,A;M;V,1
2026-06-19 18:55:00+03:00,15,OK,87.55597014925372,Critical,A;M;V,1
2026-06-19 19:00:00+03:00,15,OK,87.55597014925372,Critical,A;M;V,1
2026-06-19 19:05:00+03:00,15,OK,87.55597014925372,Critical,A;M;V,1
2026-06-19 19:10:00+03:00,15,OK,87.55597014925372,Critical,A;M;V,1
2026-06-19 19:15:00+03:00,15,OK,87.55597014925372,Critical,A;M;V,1
2026-06-19 19:20:00+03:00,15,OK,87.55597014925372,Critical,A;M;V,1
2026-06-19 19:25:00+03:00,15,OK,87.55597014925372,Critical,A;M;V,1
2026-06-19 19:30:00+03:00,15,OK,87.55597014925372,Critical,A;M;V,1
2026-06-19 19:35:00+03:00,15,OK,87.55597014925372,Critical,A;M;V,1
2026-06-19 19:40:00+03:00,15,OK,87.55597014925372,Critical,A;M;V,1
2026-06-19 19:45:00+03:00,15,OK,87.55597014925372,Critical,A;M;V,1
2026-06-19 19:50:00+03:00,15,OK,87.55597014925372,Critical,A;M;V,1
2026-06-19 19:55:00+03:00,15,PARTIAL,12.444029850746269,Favorable,A;V,1
2026-06-19 20:00:00+03:00,15,PARTIAL,12.444029850746269,Favorable,A;V,1
2026-06-19 20:05:00+03:00,15,OK,87.55597014925372,Critical,A;M;V,1
2026-06-19 20:10:00+03:00,15,PARTIAL,12.444029850746269,Favorable,A;V,1
2026-06-19 20:15:00+03:00,15,PARTIAL,12.444029850746269,Favorable,A;V,1
2026-06-19 20:20:00+03:00,15,OK,87.55597014925372,Critical,A;M;V,1
2026-06-19 20:25:00+03:00,15,OK,87.55597014925372,Critical,A;M;V,1
2026-06-19 20:30:00+03:00,15,OK,87.55597014925372,Critical,A;M;V,1
2026-06-19 20:35:00+03:00,15,OK,87.55597014925372,Critical,A;M;V,1
2026-06-19 20:40:00+03:00,15,OK,87.55597014925372,Critical,A;M;V,1
2026-06-19 20:45:00+03:00,15,OK,87.55597014925372,Critical,A;M;V,1
2026-06-19 20:50:00+03:00,15,OK,87.55597014925372,Critical,A;M;V,1
2026-06-19 20:55:00+03:00,15,OK,85.54955491578143,Critical,M,2
2026-06-19 21:00:00+03:00,15,OK,82.51823280171871,Critical,M,2
2026-06-19 21:05:00+03:00,15,OK,79.72029521936349,Critical,M,2
2026-06-19 21:10:00+03:00,15,OK,77.20580246913589,Critical,M,2
2026-06-19 21:15:00+03:00,15,OK,74.92810699588492,Degraded,M,2
2026-06-19 21:20:00+03:00,15,OK,72.89241624027689,Degraded,M,2
2026-06-19 21:25:00+03:00,15,OK,71.10753153598816,Degraded,M,2
2026-06-19 21:30:00+03:00,15,OK,69.72236675723985,Degraded,M,2
2026-06-19 21:35:00+03:00,15,OK,68.06702280332799,Degraded,M,2
2026-06-19 21:40:00+03:00,15,OK,65.93789617812443,Degraded,M,2
2026-06-19 21:45:00+03:00,15,OK,63.693218111651134,Degraded,M,2
2026-06-19 21:50:00+03:00,15,OK,62.5,Degraded,A;M;V,1
2026-06-19 21:55:00+03:00,15,OK,62.5,Degraded,A;M;V,1
2026-06-19 22:00:00+03:00,15,OK,62.5,Degraded,A;M;V,1
2026-06-19 22:05:00+03:00,15,OK,62.5,Degraded,A;M;V,1
2026-06-19 22:10:00+03:00,15,OK,62.5,Degraded,A;M;V,1
2026-06-19 22:15:00+03:00,15,OK,62.5,Degraded,A;M;V,1
2026-06-19 22:20:00+03:00,15,OK,62.5,Degraded,A;M;V,1
2026-06-19 22:25:00+03:00,15,OK,62.5,Degraded,A;M;V,1
2026-06-19 22:30:00+03:00,15,OK,62.5,Degraded,A;M;V,1
2026-06-19 22:35:00+03:00,15,OK,62.5,Degraded,A;M;V,1
2026-06-19 22:40:00+03:00,15,OK,62.5,Degraded,A;M;V,1
2026-06-19 22:45:00+03:00,15,OK,62.5,Degraded,A;M;V,1
2026-06-19 22:50:00+03:00,15,OK,62.5,Degraded,A;M;V,1
2026-06-19 22:55:00+03:00,15,OK,62.5,Degraded,A;M;V,1
2026-06-19 23:00:00+03:00,15,OK,62.5,Degraded,A;M;V,1
2026-06-19 23:05:00+03:00,15,OK,62.5,Degraded,A;M;V,1
2026-06-19 23:10:00+03:00,15,OK,60.99676321686492,Degraded,M,2
2026-06-19 23:15:00+03:00,15,OK,59.327587517390974,Degraded,M,2
2026-06-19 23:20:00+03:00,15,OK,57.64974226379684,Degraded,M,2
2026-06-19 23:25:00+03:00,15,OK,56.232448145045716,Degraded,M,2
2026-06-19 23:30:00+03:00,15,OK,55.166305845306255,Degraded,M,2
2026-06-19 23:35:00+03:00,15,OK,54.111464926419316,Degraded,M,2
2026-06-19 23:40:00+03:00,15,OK,53.634363397049185,Degraded,M,2
2026-06-19 23:45:00+03:00,15,OK,53.08390512369997,Degraded,M,2
2026-06-19 23:50:00+03:00,15,OK,52.985587383643434,Degraded,M,2
2026-06-19 23:55:00+03:00,15,OK,51.954140652339255,Degraded,M,2
2026-06-20 00:00:00+03:00,15,OK,51.15249183447267,Degraded,M,2
2026-06-20 00:05:00+03:00,15,OK,49.91829798359431,Acceptable,M,2
2026-06-20 00:10:00+03:00,15,OK,49.29718809861614,Acceptable,M,2
2026-06-20 00:15:00+03:00,15,OK,48.52854620364897,Acceptable,M,2
2026-06-20 00:20:00+03:00,15,OK,47.775800711744026,Acceptable,M,2
2026-06-20 00:25:00+03:00,15,OK,47.09630453630901,Acceptable,M,2
2026-06-20 00:30:00+03:00,15,OK,46.26697054836183,Acceptable,M,2
2026-06-20 00:35:00+03:00,15,OK,45.61683789673758,Acceptable,M,2
2026-06-20 00:40:00+03:00,15,OK,44.80068755576614,Acceptable,M,2
2026-06-20 00:45:00+03:00,15,OK,44.23917753180758,Acceptable,M,2
2026-06-20 00:50:00+03:00,15,OK,43.39315649344263,Acceptable,M,2
2026-06-20 00:55:00+03:00,15,OK,42.425489873209685,Acceptable,M,2
2026-06-20 01:00:00+03:00,15,OK,41.31145106193325,Acceptable,M,2
2026-06-20 01:05:00+03:00,15,OK,40.63849898700765,Acceptable,M,2
2026-06-20 01:10:00+03:00,15,OK,39.72897753628006,Acceptable,M,2
2026-06-20 01:15:00+03:00,15,OK,38.79780240951033,Acceptable,M,2
2026-06-20 01:20:00+03:00,15,OK,37.45053395728353,Acceptable,M,2
2026-06-20 01:25:00+03:00,15,OK,36.40535616839452,Acceptable,M,2
2026-06-20 01:30:00+03:00,15,OK,35.59305880476371,Acceptable,M,2
2026-06-20 01:35:00+03:00,15,OK,34.90551144511176,Acceptable,M,2
2026-06-20 01:40:00+03:00,15,OK,34.316696181920214,Acceptable,M,2
2026-06-20 01:45:00+03:00,15,OK,33.7256259216912,Acceptable,M,2
2026-06-20 01:50:00+03:00,15,OK,33.13540124713971,Acceptable,M,2
2026-06-20 01:55:00+03:00,15,OK,32.38245292757304,Acceptable,M,2
2026-06-20 02:00:00+03:00,15,OK,31.704341545012163,Acceptable,M,2
2026-06-20 02:05:00+03:00,15,OK,30.786575638370707,Acceptable,M,2
2026-06-20 02:10:00+03:00,15,OK,29.924901723916516,Acceptable,M,2
2026-06-20 02:15:00+03:00,15,OK,29.04804295698666,Acceptable,M,2
2026-06-20 02:20:00+03:00,15,OK,28.50779377487026,Acceptable,M,2
2026-06-20 02:25:00+03:00,15,OK,28.113721386311724,Acceptable,M,2
2026-06-20 02:30:00+03:00,15,OK,27.56931697977648,Acceptable,M,2
2026-06-20 02:35:00+03:00,15,OK,26.843812695808595,Acceptable,M,2
2026-06-20 02:40:00+03:00,15,OK,26.110491769804558,Acceptable,M,2
2026-06-20 02:45:00+03:00,15,OK,25.328207669236242,Acceptable,M,2
2026-06-20 02:50:00+03:00,15,OK,24.390246913579986,Favorable,M,2
2026-06-20 02:55:00+03:00,15,OK,23.43427983539084,Favorable,M,2
2026-06-20 03:00:00+03:00,15,OK,22.58637860082332,Favorable,M,2
2026-06-20 03:05:00+03:00,15,OK,21.575062316630895,Favorable,M,2
2026-06-20 03:10:00+03:00,15,OK,20.38068894972493,Favorable,M,2
2026-06-20 03:15:00+03:00,15,OK,19.25257897598985,Favorable,M,2
2026-06-20 03:20:00+03:00,15,OK,18.736576633600745,Favorable,M,2
2026-06-20 03:25:00+03:00,15,OK,18.22470342630444,Favorable,M,2
2026-06-20 03:30:00+03:00,15,OK,17.62700570489651,Favorable,M,2
2026-06-20 03:35:00+03:00,15,OK,16.866277918089928,Favorable,M,2
2026-06-20 03:40:00+03:00,15,OK,16.121780451306602,Favorable,M,2
2026-06-20 03:45:00+03:00,15,OK,15.154872318827518,Favorable,M,2
2026-06-20 03:50:00+03:00,15,OK,14.145712299518475,Favorable,M,2
2026-06-20 03:55:00+03:00,15,OK,13.378590290271315,Favorable,M,2
2026-06-20 04:00:00+03:00,15,OK,12.828575880543092,Favorable,M,2
2026-06-20 04:05:00+03:00,15,OK,12.444029850746269,Favorable,A;M;V,1
2026-06-20 04:10:00+03:00,15,OK,12.444029850746269,Favorable,A;M;V,1
2026-06-20 04:15:00+03:00,15,OK,12.444029850746269,Favorable,A;M;V,1
2026-06-20 04:20:00+03:00,15,OK,12.444029850746269,Favorable,A;M;V,1
2026-06-20 04:25:00+03:00,15,OK,12.444029850746269,Favorable,A;M;V,1
2026-06-20 04:30:00+03:00,15,OK,12.444029850746269,Favorable,A;M;V,1
2026-06-20 04:35:00+03:00,15,OK,12.444029850746269,Favorable,A;M;V,1
2026-06-20 04:40:00+03:00,15,OK,12.444029850746269,Favorable,A;M;V,1
2026-06-20 04:45:00+03:00,15,OK,12.444029850746269,Favorable,A;M;V,1
2026-06-20 04:50:00+03:00,15,OK,12.444029850746269,Favorable,A;M;V,1
2026-06-20 04:55:00+03:00,15,OK,12.444029850746269,Favorable,A;M;V,1
2026-06-20 05:00:00+03:00,15,OK,12.444029850746269,Favorable,A;M;V,1
2026-06-20 05:05:00+03:00,15,OK,12.444029850746269,Favorable,A;M;V,1
